hydr1,26,28
GL7d11,30,29
GL7d10,0,1
GL7d12,650,648
fs_183_6,25,23
fs_183_4,25,23
fs_183_3,25,23
fs_183_1,25,23
photogrammetry,83,96
MISKnowledgeMap,869,1123
well1033,20,15
aug3d,0,0
saylr3,61,60
saylr1,28,28
adder_dcop_31,82,28
robot24c1_mat5,202,234
farm,4,4
linverse,6,6
robot,15,18
adder_dcop_39,82,28
delaunay_n13,144,164
delaunay_n12,112,111
08blocks,0,0
delaunay_n10,58,58
delaunay_n14,220,223
dw4096,256,256
Trefethen_500,337,383
can_445,79,88
dwt_492,0,0
reorientation_2,38,14
cage,0,0
impcol_a,10,11
impcol_c,19,15
impcol_b,22,10
impcol_e,19,13
impcol_d,15,18
adder_dcop_18,82,28
adder_dcop_19,64,22
3elt,92,91
adder_dcop_17,82,28
adder_dcop_14,82,28
adder_dcop_15,82,28
adder_dcop_12,82,28
adder_dcop_13,79,26
adder_dcop_10,88,22
l9,25,28
odepb400,0,0
lp_sierra,44,44
xingo3012,38,44
wb-cs-stanford,19,10
geom,276,249
viscoplastic1,132,142
lp_pilot4,71,78
lp_nug15,2802,3183
lp_nug12,1415,1480
