matrix,vol_mfg,vol_mmg,vol_mfgir,vol_pfg,vol_pmg,vol_pfgir,time_mfg,time_mmg,time_mfgir,time_pfg,time_pmg,time_pfgir
bcsstk27,132,68,68,74,68,68,0.155245,0.036548,0.151755,0.068475,0.030584,0.072519
bcsstk22,8,8,8,8,8,8,0.005975,0.002254,0.003756,0.00167,0.001579,0.001833
bcsstk23,565,552,552,560,597,549,0.125793,0.103097,0.134592,0.054335,0.045187,0.065722
bcsstk20,14,14,14,12,14,12,0.008097,0.005018,0.008297,0.002821,0.002305,0.00319
bcsstk21,0,0,0,0,0,0,0.00296,0.002969,0.002962,0.002963,0.003025,0.002945
shl_0,10,6,8,3,2,3,0.005162,0.005036,0.006209,0.004839,0.003567,0.004501
dwt_2680,64,64,56,64,64,64,0.05197,0.028995,0.057012,0.022209,0.01511,0.024012
lp_perold,93,81,85,83,87,83,0.01555,0.012913,0.017822,0.008597,0.006663,0.009249
cat_ears_2_4,339,289,329,292,270,292,0.021073,0.016938,0.023409,0.009964,0.008866,0.010553
cat_ears_2_1,14,14,14,14,15,14,0.001822,0.001533,0.001838,0.001638,0.001003,0.001662
bcsstm20,0,0,0,0,0,0,0.000746,0.001089,0.000634,0.000789,0.000717,0.000642
bcsstm21,0,0,0,0,0,0,0.00238,0.002326,0.002494,0.002357,0.002317,0.002377
bcsstm22,0,0,0,0,0,0,0.000583,0.001504,0.000605,0.000545,0.000598,0.000571
bcsstm23,0,0,0,0,0,0,0.002173,0.002212,0.002468,0.002256,0.002142,0.002155
bcsstm24,0,0,0,0,0,0,0.002391,0.002442,0.002508,0.002365,0.002425,0.002329
gemat1,176,125,131,41,37,41,0.235233,0.261305,0.254225,0.036962,0.025104,0.041068
bcsstm26,0,0,0,0,0,0,0.001487,0.001478,0.001554,0.001467,0.001394,0.001422
bcsstm27,132,68,68,74,68,68,0.142953,0.036471,0.151423,0.065923,0.030087,0.073062
cat_ears_4_1,15,16,15,16,16,16,0.00347,0.003582,0.003731,0.001894,0.00174,0.001978
ex21,100,94,79,109,62,70,0.056049,0.027266,0.06108,0.024845,0.013656,0.029018
fpga_dcop_18,4,2,4,3,2,3,0.01224,0.009761,0.012785,0.006508,0.005022,0.00673
ex23,142,86,76,111,70,76,0.112141,0.059914,0.120573,0.053609,0.029005,0.062038
ex22,47,38,38,44,30,38,0.063874,0.026114,0.068163,0.02551,0.016305,0.028518
ex25,162,68,89,116,68,88,0.073626,0.031738,0.079581,0.029461,0.016057,0.040846
ex24,129,92,113,88,84,84,0.133232,0.061435,0.158228,0.050081,0.042426,0.053312
ex27,211,100,109,151,103,98,0.135382,0.05219,0.146165,0.06471,0.035989,0.07607
ex26,405,148,180,285,180,148,0.294258,0.100985,0.308071,0.14586,0.062554,0.148592
fpga_dcop_11,4,2,4,3,2,3,0.012822,0.009464,0.015959,0.005986,0.005083,0.007229
ex28,222,92,105,129,101,84,0.184983,0.076559,0.193347,0.089743,0.046112,0.100435
hep-th,512,479,486,450,431,443,0.078253,0.071751,0.09045,0.036304,0.037588,0.052386
fpga_dcop_12,4,2,4,3,2,3,0.013805,0.009608,0.01274,0.006461,0.005751,0.006953
fpga_dcop_15,4,2,4,3,2,3,0.012146,0.009517,0.012731,0.006737,0.005073,0.007221
fpga_dcop_14,4,2,4,3,2,3,0.012185,0.009539,0.012818,0.006405,0.005065,0.007201
fpga_dcop_17,4,2,4,3,2,3,0.012211,0.009467,0.012823,0.006894,0.005105,0.007056
fpga_dcop_16,4,2,4,3,2,3,0.012147,0.009677,0.012822,0.00664,0.005038,0.007221
t2dal,96,86,86,86,86,86,0.07966,0.03243,0.084258,0.026393,0.023379,0.027885
gemat12,43,43,43,36,32,36,0.055709,0.034257,0.059443,0.026061,0.017584,0.028672
gemat11,36,43,36,32,32,32,0.058432,0.033495,0.056864,0.025646,0.017806,0.028037
ash331,10,10,10,11,11,11,0.005199,0.002787,0.003104,0.001969,0.002085,0.002181
soc-sign-bitcoin-otc,768,574,696,595,565,585,0.155418,0.113594,0.165645,0.095602,0.0812,0.106636
lhr04c,95,93,93,93,93,93,0.173909,0.065914,0.187131,0.196686,0.038636,0.104491
cz2548,20,19,20,20,19,20,0.046144,0.028605,0.047783,0.020682,0.01224,0.022729
ch3-3-b2,0,0,0,0,0,0,0.000371,0.000495,0.000477,0.000411,0.000507,0.000543
ch3-3-b1,9,6,9,IMB,5,5,0.000504,0.000547,0.000575,IMB,0.000626,0.000691
lp_capri,46,42,37,44,45,44,0.006613,0.005866,0.00677,0.003583,0.003205,0.003935
ch7-8-b1,53,54,53,42,43,42,0.003329,0.003238,0.003737,0.002875,0.00248,0.003188
lpi_reactor,35,30,32,31,34,31,0.007374,0.005789,0.007638,0.003792,0.003123,0.00428
lp_sc205,5,5,5,5,5,5,0.003398,0.002842,0.003509,0.001327,0.001314,0.001566
lp_bore3d,23,25,23,38,36,38,0.006625,0.004732,0.006856,0.002344,0.002604,0.002691
ex29,86,78,78,78,78,78,0.046854,0.025691,0.050194,0.016813,0.013388,0.019024
uk,41,42,38,51,40,50,0.025957,0.019089,0.028263,0.011441,0.009342,0.014405
N_pid,15,12,14,12,12,12,0.011302,0.009047,0.01434,0.008068,0.007091,0.00928
problem1,42,38,42,42,42,40,0.010349,0.008783,0.011051,0.004165,0.004344,0.005498
tomography,255,159,189,182,174,174,0.14967,0.040243,0.170814,0.078537,0.027111,0.086077
rw5151,141,124,122,125,131,125,0.041686,0.035336,0.055469,0.018291,0.018118,0.020242
fs_680_1,12,12,12,12,12,12,0.007393,0.00508,0.007666,0.002977,0.002513,0.003333
nnc666,44,40,44,39,37,37,0.01249,0.009366,0.013028,0.004746,0.004902,0.005564
Sieber,76,28,76,8,8,8,0.112957,0.112777,0.114722,0.010638,0.007348,0.012268
rosen10,33,8,8,8,8,8,1.712651,0.322276,1.709001,0.037667,0.02031,0.042903
TS,0,0,0,0,0,0,0.004337,0.005947,0.004362,0.004411,0.004426,0.004361
662_bus,28,24,28,24,28,24,0.007845,0.006014,0.008386,0.003464,0.004253,0.003901
lp_25fv47,94,81,81,101,94,95,0.029456,0.019772,0.033331,0.013683,0.257142,0.017313
d_dyn1,7,5,5,6,6,6,0.001854,0.001647,0.001991,0.001476,0.001228,0.001532
flower_8_1,24,25,24,26,24,26,0.004633,0.003393,0.004593,0.002594,0.002932,0.002902
tuma1,336,328,336,362,334,362,0.121575,0.091007,0.130965,0.054761,0.044868,0.065554
tuma2,200,192,200,188,198,188,0.069657,0.056734,0.075936,0.032414,0.027036,0.03778
cryg10000,200,200,200,200,200,200,0.092226,0.050311,0.09486,0.031414,0.024278,0.036543
LF10,4,17,4,4,4,6,0.001082,0.000561,0.001122,0.000764,0.000689,0.00076
soc-sign-bitcoin-alpha,587,492,532,483,485,473,0.092262,0.073781,0.104297,0.05235,0.041467,0.062411
G26,2001,2001,2001,2001,2001,2001,0.173009,0.137512,0.198769,0.061067,0.042139,0.090179
G27,2000,2000,2000,2000,2000,2000,0.178699,0.126123,0.204881,0.064023,0.044801,0.09338
G24,2001,2001,2001,2001,2001,2001,0.161107,0.114365,0.183861,0.061099,0.042589,0.08588
G25,2000,2000,2000,2000,2000,2000,0.178918,0.126175,0.208409,0.062397,0.038895,0.099173
G22,2000,2000,2000,2000,2000,2000,0.17415,0.122647,0.205796,0.062859,0.042935,0.088348
G23,2001,2001,1987,2001,2001,2001,0.175504,0.125171,0.244107,0.062975,0.038758,0.088673
G20,471,417,426,441,428,430,0.036077,0.028592,0.040634,0.016771,0.01743,0.01936
G21,445,415,415,418,398,403,0.037669,0.027566,0.042597,0.016494,0.018083,0.020773
lp_finnis,60,40,59,39,37,39,0.008012,0.00712,0.008451,0.003172,0.002825,0.003476
G28,2000,2000,2000,2000,2000,2000,0.176936,0.13205,0.23081,0.063162,0.045567,0.088093
G29,2001,2001,2001,2001,2001,2001,0.159784,0.119723,0.186903,0.062956,0.047394,0.090455
ge,138,122,126,200,214,198,0.084025,0.067513,0.104237,0.035238,0.034779,0.043758
p05,558,171,550,90,90,90,0.294676,0.174463,0.308439,0.357344,0.187998,0.365711
can_292,36,38,36,41,38,40,0.009959,0.006584,0.010256,0.004155,0.00362,0.004933
flower_4_1,24,24,24,26,25,26,0.002024,0.001863,0.002158,0.001485,0.001312,0.001639
flower_4_4,700,582,652,600,596,566,0.049895,0.040682,0.058657,0.023617,0.018745,0.032754
tols2000,0,0,0,0,0,0,0.001109,0.001089,0.001104,0.001056,0.000973,0.001042
mesh1em1,18,21,18,18,21,18,0.001846,0.001434,0.001992,0.001556,0.001546,0.001561
mesh1em6,18,21,18,18,21,18,0.002417,0.001437,0.001946,0.001498,0.001582,0.001948
adder_dcop_09,88,78,87,18,27,18,0.059633,0.051855,0.06112,0.013034,0.010165,0.014068
adder_dcop_08,80,87,80,22,23,22,0.055286,0.054124,0.057139,0.013369,0.010126,0.014504
lp_pilot_ja,158,88,99,97,91,94,0.048525,0.025862,0.054899,0.022688,0.014868,0.026438
adder_dcop_05,96,86,90,22,23,22,0.056846,0.052941,0.060265,0.012784,0.009843,0.015019
adder_dcop_04,92,75,92,23,19,23,0.055476,0.052341,0.05603,0.013243,0.009819,0.014699
adder_dcop_07,93,85,86,20,22,20,0.053771,0.052417,0.057496,0.013899,0.01099,0.014852
adder_dcop_06,96,90,93,18,18,18,0.056783,0.053871,0.059802,0.013019,0.010369,0.015099
adder_dcop_01,74,92,74,21,24,21,0.054112,0.050754,0.055653,0.013212,0.009705,0.014377
adder_dcop_03,94,85,90,34,22,34,0.056201,0.051402,0.059646,0.012544,0.010846,0.015096
adder_dcop_02,102,82,91,28,21,28,0.057015,0.054432,0.062786,0.013927,0.011175,0.014726
ncvxqp9,30,30,30,30,30,30,0.091848,0.075517,0.102853,0.048454,0.038861,0.055303
fd18,148,142,148,144,142,144,0.120418,0.070585,0.125798,0.045358,0.037856,0.058675
fd15,122,118,120,118,120,118,0.078643,0.058404,0.085811,0.031567,0.0271,0.036622
ncvxqp1,1513,1418,1413,1647,1410,1472,0.274995,0.285106,0.320114,0.096765,0.150604,0.176944
fd12,105,92,103,94,92,94,0.060779,0.042695,0.066154,0.022292,0.022688,0.026823
aug2dc,0,0,0,0,0,0,0.009231,0.009233,0.009128,0.01066,0.009096,0.009179
rdb2048_noL,128,128,128,128,128,128,0.0245,0.017085,0.025941,0.011015,0.00775,0.012561
kneser_6_2_1,99,86,99,96,87,95,0.00662,0.006819,0.006889,0.003022,0.004114,0.00367
west0067,15,12,15,12,12,12,0.002091,0.001629,0.002213,0.002093,0.00101,0.00213
lp_gfrd_pnc,8,8,8,8,8,8,0.006766,0.004116,0.006213,0.002977,0.002566,0.003224
gen2,1121,881,1122,893,841,677,0.384108,0.17402,0.412076,0.180365,0.109532,0.171133
gen1,640,497,523,512,492,502,0.275534,0.096521,0.290604,0.114632,0.051249,0.12282
jan99jac040,462,411,428,387,401,383,0.266631,0.157763,0.276137,0.11935,0.091992,0.128194
tols90,25,18,18,18,18,18,0.005892,0.002902,0.006553,0.003305,0.001741,0.002985
oscil_dcop_06,2,2,2,2,2,2,0.004175,0.00486,0.004571,0.002456,0.002575,0.002752
lp_bandm,24,23,23,25,23,25,0.008292,0.007016,0.009377,0.003621,0.003108,0.00394
odepa400,3,3,3,4,4,4,0.003219,0.00201,0.003528,0.001432,0.001322,0.00165
gams30am,2,2,2,2,2,2,0.003383,0.002964,0.206156,0.001909,0.002147,0.002082
bcspwr01,6,7,6,6,6,6,0.001456,0.001033,0.001459,0.000843,0.000847,0.000915
fxm2-16,63,89,63,65,65,65,0.058027,0.035724,0.061098,0.026891,0.017182,0.029669
bcsstm37,0,0,0,0,0,0,0.018437,0.009497,0.009297,0.009943,0.009813,0.010561
bcsstm35,0,0,0,0,0,0,0.011356,0.010957,0.01126,0.011156,0.010955,0.011177
bcsstm34,248,120,132,175,142,120,0.068299,0.034341,0.074688,0.031346,0.019877,0.04138
can_268,41,38,41,44,40,40,0.009675,0.008287,0.009402,0.004293,0.005376,0.005847
bcsstm39,0,0,0,0,0,0,0.03074,0.03025,0.0302,0.030377,0.02943,0.029994
bcsstm38,0,0,0,0,0,0,0.003724,0.003668,0.003659,0.003593,0.003585,0.003968
cti,540,536,534,538,533,533,0.207859,0.13232,0.203985,0.080351,0.072569,0.092619
lp_pilot,339,199,250,206,187,202,0.160776,0.065704,0.176922,0.072521,0.040892,0.079197
FA,2838,2276,2267,2605,2243,2256,0.350796,0.338567,0.469795,0.178081,0.194399,0.235088
p6000,4,2,2,2,2,2,0.23275,0.306108,0.235142,0.010496,0.010095,0.014481
bcsstk34,270,154,120,174,154,120,0.057642,0.026797,0.062998,0.028542,0.016152,0.036257
lshp1882,90,90,90,90,87,90,0.028395,0.018928,0.029416,0.011062,0.009247,0.01218
circuit204,64,49,64,53,56,50,0.015508,0.016557,0.016402,0.009074,0.006701,0.010013
coater1,192,137,128,182,128,140,0.058539,0.035781,0.062478,0.02915,0.02297,0.031717
g7jac010sc,232,217,226,238,230,226,0.054306,0.039752,0.0585,0.023037,0.024687,0.029353
lowThrust_2,36,32,32,18,18,18,0.100038,0.058832,0.104552,0.051598,0.032819,0.053203
lowThrust_3,98,60,88,28,18,18,0.573291,0.242344,0.595568,0.065403,0.047851,0.081162
lowThrust_1,43,41,37,37,31,29,0.02129,0.014893,0.023353,0.009555,0.007886,0.010937
S40PI_n,10,6,10,6,6,6,0.00802,0.006464,0.008922,0.004967,0.003984,0.005052
hydr1,28,26,28,28,28,28,0.043828,0.039852,0.045993,0.019403,0.013891,0.021316
GL7d11,40,30,40,28,29,28,0.005919,0.002887,0.005196,0.002321,0.002091,0.002531
GL7d10,1,IMB,1,1,IMB,1,0.000528,IMB,0.000498,0.000517,IMB,0.000665
GL7d12,867,650,840,648,598,646,0.159477,0.083733,0.17457,0.067593,0.045256,0.065981
fs_183_6,29,25,29,23,23,23,0.004215,0.004232,0.004394,0.002154,0.001852,0.002287
fs_183_4,29,25,29,23,23,23,0.004164,0.004249,0.004389,0.002077,0.001763,0.002354
fs_183_3,29,25,29,23,23,23,0.004187,0.004228,0.004307,0.002099,0.001905,0.002356
fs_183_1,29,25,29,23,23,23,0.00421,0.004215,0.004322,0.00213,0.001844,0.002349
photogrammetry,126,83,112,96,106,92,0.029344,0.01438,0.032188,0.011474,0.008966,0.012935
MISKnowledgeMap,1370,869,831,1101,830,835,0.192291,0.121242,0.222407,0.083926,0.066008,0.102363
well1033,38,20,29,15,13,15,0.012827,0.007528,0.014881,0.007316,0.004771,0.007782
aug3d,0,0,0,0,0,0,0.008796,0.008306,0.008124,0.008167,0.008105,0.008412
saylr3,62,61,62,60,60,60,0.011137,0.008915,0.011656,0.005404,0.00494,0.005191
saylr1,28,28,28,28,28,28,0.003805,0.003236,0.004018,0.002039,0.001842,0.002289
adder_dcop_31,102,82,91,28,21,28,0.056329,0.054033,0.062425,0.01363,0.010833,0.015234
robot24c1_mat5,250,202,211,234,212,198,0.050845,0.024146,0.057465,0.028014,0.015654,0.031372
farm,4,4,4,4,4,4,0.000719,0.000509,0.000709,0.0007,0.000636,0.000725
linverse,6,6,6,6,6,6,0.092974,0.06312,0.09955,0.048995,0.035913,0.055875
robot,15,15,15,18,15,15,0.003664,0.002557,0.003781,0.002425,0.001992,0.002865
adder_dcop_39,102,82,91,28,21,28,0.062373,0.054136,0.062446,0.013463,0.010827,0.014894
delaunay_n13,142,144,142,164,160,162,0.09967,0.087484,0.102442,0.040147,0.052976,0.04999
delaunay_n12,114,112,106,111,114,110,0.053914,0.043641,0.061349,0.022904,0.023292,0.026453
08blocks,0,0,0,0,0,0,0.000626,0.000641,0.000571,0.000548,0.00051,0.000879
delaunay_n10,58,58,58,58,56,58,0.016775,0.015567,0.017189,0.008796,0.00768,0.009306
delaunay_n14,232,220,232,223,233,220,0.178612,0.171337,0.190402,0.078077,0.084646,0.118091
dw4096,256,256,256,256,256,256,0.07414,0.050353,0.078727,0.031953,0.026404,0.035081
Trefethen_500,424,337,359,383,345,365,0.027426,0.023406,0.030897,0.010609,0.011877,0.013249
can_445,90,79,88,88,86,84,0.012491,0.010543,0.01385,0.005046,0.006088,0.00665
dwt_492,0,0,0,0,0,0,0.000791,0.000828,0.000797,0.000805,0.000822,0.000787
reorientation_2,38,38,38,14,14,14,0.086411,0.058729,0.086249,0.021303,0.012294,0.018911
cage,0,0,0,0,0,0,0.000879,0.000901,0.000956,0.000864,0.000906,0.000956
impcol_a,10,10,8,13,8,8,0.003338,0.002213,0.003304,0.001796,0.001294,0.002357
impcol_c,15,19,15,15,15,15,0.002165,0.002246,0.002424,0.001317,0.001217,0.0015
impcol_b,12,22,12,10,10,10,0.001875,0.001075,0.002009,0.001297,0.001101,0.001415
impcol_e,13,19,13,13,14,12,0.005557,0.004451,0.004983,0.002124,0.002008,0.002322
impcol_d,18,15,16,18,15,15,0.004351,0.003786,0.005466,0.002715,0.002828,0.00288
adder_dcop_18,102,82,91,28,21,28,0.055254,0.054151,0.062409,0.013408,0.01063,0.014698
adder_dcop_19,93,64,86,22,21,22,0.05456,0.053019,0.05967,0.012992,0.010817,0.014503
3elt,106,92,104,91,86,87,0.060117,0.038899,0.065785,0.02322,0.018927,0.028771
adder_dcop_17,102,82,91,28,21,28,0.0553,0.054228,0.066632,0.01347,0.011081,0.015217
adder_dcop_14,102,82,91,28,21,28,0.055945,0.053913,0.061936,0.01321,0.010755,0.014021
adder_dcop_15,102,82,91,28,21,28,0.055203,0.054402,0.062651,0.014759,0.010938,0.014588
adder_dcop_12,102,82,91,28,21,28,0.056201,0.053948,0.062531,0.013293,0.010995,0.014809
adder_dcop_13,109,79,109,26,21,26,0.055155,0.056589,0.058826,0.013693,0.011024,0.014491
adder_dcop_10,110,88,110,22,22,22,0.057906,0.053325,0.058935,0.012967,0.010316,0.01382
l9,32,25,26,28,29,25,0.009706,0.008195,0.011298,0.004182,0.004244,0.005734
odepb400,0,0,0,0,0,0,0.0006,0.000664,0.0006,0.000626,0.000657,0.000648
lp_sierra,50,44,50,44,44,44,0.017521,0.011755,0.018402,0.009065,0.006911,0.007968
xingo3012,60,38,60,44,32,44,0.097934,0.070789,0.106905,0.052829,0.045778,0.061812
wb-cs-stanford,21,19,21,10,8,10,0.0617,0.04836,0.065758,0.042268,0.026993,0.044402
geom,337,276,315,252,252,251,0.059341,0.043579,0.072089,0.030486,0.024406,0.037876
viscoplastic1,190,132,166,142,132,142,0.171799,0.070868,0.185721,0.06945,0.036703,0.074616
lp_pilot4,61,71,60,78,61,78,0.015542,0.009346,0.016743,0.006104,0.004599,0.006664
lp_nug15,4152,2802,4152,3183,2966,3012,0.2409,0.304307,0.252273,0.11348,0.136933,0.147975
lp_nug12,2111,1415,2111,1484,1422,1444,0.101798,0.11818,0.105025,0.051473,0.05029,0.064184
west2021,14,16,14,16,16,11,0.014501,0.01115,0.015508,0.006882,0.005674,0.008986
c-27,54,32,54,36,20,36,0.080177,0.063521,0.08524,0.040627,0.026696,0.042738
lp_etamacro,71,63,64,61,62,61,0.008045,0.005356,0.009442,0.003892,0.004086,0.004271
lp_ship12l,12,10,10,10,10,10,0.028663,0.022868,0.0309,0.016663,0.011012,0.018243
Trefethen_200b,182,157,148,169,154,155,0.011475,0.008604,0.013701,0.004596,0.004608,0.007385
lp_ship12s,10,8,10,10,12,10,0.014319,0.012543,0.015573,0.00785,0.005317,0.00852
l30,106,70,80,89,63,66,0.082137,0.059359,0.094981,0.037483,0.042112,0.057949
gre_512,64,64,64,64,64,64,0.007826,0.006002,0.008333,0.004005,0.00388,0.004479
can_715,88,68,86,83,70,82,0.019568,0.012333,0.02127,0.00789,0.00753,0.00884
M40PI_n1,4,4,4,4,6,4,0.007338,0.00627,0.008004,0.004105,0.003735,0.004865
oscil_trans_01,2,2,2,2,2,2,0.004243,0.005643,0.005366,0.002421,0.002368,0.002612
oscil_dcop_43,2,2,2,2,2,2,0.004269,0.004842,0.004606,0.002527,0.002692,0.00291
bcsstm07,104,72,72,79,72,72,0.019872,0.012269,0.022436,0.009436,0.009031,0.011743
bcsstm04,0,0,0,0,0,0,0.000605,0.000483,0.000577,0.000505,0.000588,0.000586
oscil_dcop_40,2,2,2,2,2,2,0.004261,0.004862,0.004518,0.002486,0.002636,0.002763
bcsstm02,0,0,0,0,0,0,0.000514,0.000513,0.00052,0.00051,0.000581,0.000491
bcsstm03,0,0,0,0,0,0,0.000575,0.00057,0.000563,0.00049,0.000467,0.000468
oscil_dcop_45,2,2,2,2,2,2,0.004234,0.00481,0.004546,0.002405,0.002537,0.002739
oscil_dcop_44,2,2,2,2,2,2,0.00448,0.004814,0.005151,0.002519,0.00255,0.00276
oscil_dcop_49,2,2,2,2,2,2,0.004598,0.00489,0.004539,0.002461,0.002576,0.002669
oscil_dcop_48,2,2,2,2,2,2,0.004324,0.004914,0.004616,0.002396,0.002561,0.003141
bcsstm08,0,0,0,0,0,0,0.001172,0.001072,0.001133,0.001181,0.001087,0.00111
olm2000,2,2,2,2,2,2,0.010425,0.005676,0.011297,0.006661,0.003356,0.005825
Trec7,9,10,9,9,9,9,0.001453,0.000517,0.001452,0.000828,0.00071,0.000833
dwt_59,8,8,8,8,10,8,0.001761,0.001335,0.001854,0.001211,0.00132,0.001334
fxm3_6,167,96,116,132,106,132,0.200766,0.085546,0.211756,0.093152,0.050605,0.098888
USpowerGrid,16,18,16,18,22,18,0.023759,0.020186,0.026246,0.015576,0.010717,0.015247
lshp2233,102,91,91,98,93,98,0.033582,0.022163,0.039199,0.013438,0.010957,0.015562
Trefethen_2000,1788,1296,1382,1447,1272,1311,0.175385,0.101361,0.184447,0.052051,0.055673,0.069951
steam3,8,16,8,8,8,8,0.003514,0.002081,0.004396,0.001657,0.001408,0.001893
mimo28x28_system,36,41,36,40,36,40,0.069922,0.050805,0.075658,0.034449,0.029607,0.04002
steam1,99,90,84,91,84,84,0.01133,0.00628,0.014328,0.003914,0.003545,0.005816
lshp_406,42,40,42,42,41,42,0.009106,0.006565,0.009425,0.003049,0.003163,0.003484
init_adder1,74,92,74,21,24,21,0.053966,0.050575,0.055516,0.01246,0.009282,0.013816
cryg2500,100,100,100,100,100,100,0.025426,0.01797,0.026452,0.009025,0.008223,0.010731
cz308,21,19,20,22,20,21,0.009992,0.007699,0.009872,0.003609,0.003813,0.004721
bibd_49_3,1168,1078,1168,798,792,796,0.145333,0.114553,0.152496,0.06894,0.046813,0.075474
lp_vtp_base,16,16,16,16,16,16,0.003641,0.003317,0.003887,0.001975,0.001669,0.002134
fpga_dcop_09,2,2,2,4,2,4,0.010855,0.010515,0.011498,0.005965,0.004898,0.006304
plat1919,83,73,74,77,73,74,0.073911,0.058313,0.082241,0.033949,0.030533,0.040422
IG5-9,176,136,133,151,131,130,0.013307,0.01114,0.015863,0.007796,0.006488,0.010157
IG5-8,73,69,64,67,64,64,0.005564,0.005755,0.007163,0.003338,0.003089,0.004013
IG5-7,31,29,26,28,27,26,0.00298,0.002513,0.003284,0.001407,0.001458,0.002785
IG5-6,20,19,19,20,23,20,0.001846,0.001113,0.002055,0.001268,0.001112,0.001281
delaunay_n11,78,84,78,84,80,81,0.027361,0.026455,0.029133,0.012433,0.012367,0.016323
bibd_81_2,0,0,0,0,0,0,0.002268,0.002145,0.002272,0.002224,0.002282,0.002252
GL7d25,1488,1198,1486,1315,1230,1298,0.345025,0.236924,0.376161,0.152368,0.12522,0.311482
GL7d26,146,110,144,113,112,113,0.019778,0.015058,0.022099,0.012702,0.009952,0.013048
kineticBatchReactor_7,123,54,112,23,18,18,0.842112,0.411893,0.861722,0.065149,0.0529,0.08654
lock1074,200,108,156,141,108,108,0.120723,0.041854,0.13464,0.067693,0.029684,0.077305
M20PI_n,8,8,8,8,8,8,0.006,0.006257,0.006658,0.002752,0.002593,0.003189
bp_1400,39,37,36,36,39,36,0.015134,0.012442,0.016286,0.007124,0.006763,0.007903
lshp_577,50,50,50,47,50,47,0.012129,0.008311,0.012167,0.00413,0.004195,0.004417
bloweybq,134,18,134,6,6,6,2.020452,1.245565,2.01081,0.039195,0.025609,0.044536
sstmodel,52,54,51,53,51,53,0.052165,0.035752,0.054811,0.020136,0.01942,0.022963
lp_stocfor3,16,52,16,46,44,46,0.101078,0.074673,0.102673,0.050468,0.046447,0.059121
rbsa480,124,130,96,246,142,96,0.051285,0.025549,0.057437,0.023166,0.017116,0.037014
lpi_box1,4,4,4,4,5,4,0.002608,0.002275,0.002786,0.001782,0.001577,0.002257
CAG_mat72,15,26,13,17,13,17,0.00395,0.003577,0.004543,0.001803,0.001653,0.001954
lpi_mondou2,6,4,6,5,5,5,0.003485,0.003027,0.00369,0.001726,0.001538,0.002049
meg4,168,132,168,123,120,122,0.163326,0.095028,0.175109,0.050723,0.033803,0.057763
ch6-6-b2,376,306,368,266,284,266,0.018652,0.018479,0.020349,0.008975,0.006542,0.00968
spaceStation_14,20,38,20,20,20,20,0.063155,0.032118,0.064474,0.029458,0.016006,0.031138
spaceStation_11,21,20,20,125,38,103,0.054884,0.025784,0.05812,0.023505,0.012619,0.027085
spaceStation_10,38,38,38,110,74,110,0.046435,0.025715,0.047695,0.019877,0.012121,0.021592
spaceStation_13,56,38,56,52,38,52,0.069361,0.031281,0.070675,0.03098,0.01453,0.028973
spaceStation_12,20,38,20,20,20,20,0.054302,0.028323,0.054855,0.02303,0.013543,0.024879
LFAT5,11,13,11,6,4,6,0.000581,0.000506,0.000596,0.000707,0.0007,0.000594
deter0,15,15,15,15,15,15,0.016814,0.017125,0.017957,0.008655,0.007725,0.00976
stufe,29,28,28,28,28,28,0.009225,0.008772,0.01016,0.00466,0.004474,0.0055
ch4-4-b2,28,24,28,24,24,24,0.002203,0.001346,0.002112,0.001828,0.001532,0.001939
ch4-4-b1,12,12,12,11,11,11,0.002254,0.000781,0.001172,0.000873,0.000756,0.000954
EX2,541,392,368,388,368,387,0.028132,0.025124,0.032714,0.012144,0.013905,0.014239
EX3,2601,2560,1970,2196,2601,1897,0.305969,0.227502,0.340737,0.105572,0.102632,0.125247
aug2d,0,0,0,0,0,0,0.008811,0.008916,0.008873,0.010771,0.008908,0.008902
EX1,543,530,368,398,540,378,0.025826,0.019165,0.029835,0.013903,0.00863,0.016922
ww_36_pmec_36,32,31,29,31,29,31,0.004329,0.001143,0.00415,0.001902,0.001381,0.00205
deter1,15,15,15,15,15,15,0.046792,0.034669,0.042142,0.024236,0.019251,0.027927
bcspwr10,42,50,42,40,36,40,0.040664,0.034976,0.043738,0.019407,0.016929,0.021448
Pd,0,0,0,0,0,0,0.003974,0.003869,0.003954,0.003947,0.003943,0.00391
Erdos02,302,274,288,268,264,256,0.041667,0.039064,0.052843,0.02665,0.023684,0.036687
mk12-b2,1400,1188,1399,986,1192,986,0.122269,0.085976,0.133252,0.046583,0.03771,0.050919
mk12-b1,65,66,65,48,49,48,0.003988,0.003966,0.004471,0.003674,0.002925,0.003983
M80PI_n1,6,4,6,4,6,4,0.010795,0.012838,0.012857,0.00683,0.006819,0.008574
mk12-b5,0,0,0,0,0,0,0.013236,0.012544,0.01335,0.013114,0.013205,0.013122
adder_dcop_29,102,82,91,28,21,28,0.05577,0.054276,0.061931,0.012996,0.011098,0.016422
adder_dcop_28,102,82,91,28,21,28,0.055313,0.054374,0.062499,0.01331,0.010888,0.014644
adder_dcop_23,102,82,91,28,21,28,0.056699,0.054213,0.062119,0.01332,0.011089,0.014892
adder_dcop_22,102,82,91,28,21,28,0.055717,0.054144,0.062047,0.013167,0.010779,0.013952
adder_dcop_21,102,82,91,28,21,28,0.055266,0.053919,0.06181,0.013577,0.011245,0.014746
adder_dcop_20,102,82,91,28,21,28,0.056311,0.05435,0.062038,0.013186,0.010505,0.01516
