matrix,vol_mfg,vol_mmg,vol_mfgir,vol_pfg,vol_pmg,vol_pfgir,time_mfg,time_mmg,time_mfgir,time_pfg,time_pmg,time_pfgir
spaceStation_7,73,74,68,98,90,98,0.049473,0.021853,0.055557,0.022444,0.012848,0.021798
spaceStation_6,125,92,113,110,132,107,0.051978,0.020906,0.056487,0.021261,0.012518,0.022377
spaceStation_9,20,20,20,20,20,20,0.051401,0.022785,0.052997,0.022055,0.012395,0.023533
spaceStation_8,23,56,21,23,20,20,0.047142,0.023687,0.051199,0.021747,0.011689,0.023803
mhd4800b,4,3,4,2,2,2,0.028863,0.016392,0.031245,0.016889,0.013162,0.019319
gre_343,46,46,46,49,47,46,0.005846,0.004182,0.006042,0.002606,0.003106,0.003372
lock_700,264,149,148,163,149,149,0.064969,0.036601,0.074807,0.02478,0.022966,0.03049
Maragal_3,294,225,236,273,221,254,0.079647,0.043464,0.086191,0.042106,0.026174,0.048869
Maragal_2,27,22,26,22,22,22,0.011957,0.009262,0.012906,0.006821,0.00746,0.007573
Maragal_1,15,15,15,14,15,14,0.001217,0.000643,0.001367,0.000946,0.000792,0.000878
lp_ship08l,9,10,9,7,7,7,0.021935,0.018243,0.023415,0.013823,0.010959,0.015729
Maragal_5,615,382,356,539,418,442,1.196151,0.250124,1.260875,0.303536,0.125252,0.332716
fome11,0,0,0,0,0,0,0.011958,0.011775,0.011887,0.011758,0.012146,0.011839
rosen7,8,8,8,8,8,8,0.037216,0.0111,0.03904,0.020807,0.00855,0.022134
rosen1,8,8,8,8,8,8,0.157039,0.030986,0.15805,0.087323,0.026759,0.092536
rosen2,8,8,8,8,8,8,0.600346,0.094022,0.597876,0.035794,0.015673,0.040421
lp_ship08s,10,11,10,7,7,7,0.014577,0.011841,0.015517,0.007605,0.006216,0.008206
cz628,21,20,21,20,20,20,0.014815,0.011014,0.015451,0.007616,0.004962,0.008563
cdde1,62,62,62,62,62,62,0.010908,0.007863,0.011489,0.003837,0.004457,0.004454
cdde3,62,62,62,62,62,62,0.01381,0.007961,0.011388,0.003955,0.004417,0.00466
cdde2,62,62,62,62,62,62,0.010989,0.007984,0.0115,0.00402,0.00434,0.004513
cdde5,62,62,62,62,62,62,0.010864,0.007979,0.011679,0.003948,0.004422,0.004559
cdde4,62,62,62,62,62,62,0.010954,0.008004,0.011515,0.004027,0.004343,0.0044
lp_standgub,72,30,72,30,31,30,0.009574,0.010156,0.010353,0.007904,0.007391,0.008459
cdde6,62,62,62,62,62,62,0.011031,0.008038,0.011667,0.004021,0.004293,0.004375
Trec10,107,99,100,98,96,98,0.0344,0.014492,0.038461,0.014965,0.00759,0.016368
utm1700b,123,115,110,124,111,110,0.050189,0.030428,0.055057,0.024699,0.02141,0.031418
NotreDame_yeast,90,89,90,93,85,92,0.009565,0.008813,0.010478,0.005612,0.005488,0.007321
lp_qap12,2159,1320,2159,1486,1500,1432,0.099889,0.103308,0.102497,0.050974,0.045996,0.06179
lp_qap15,4200,2595,4200,2877,2901,2726,0.257492,0.286777,0.262604,0.110907,0.11423,0.238815
karate,9,10,9,9,9,9,0.001708,0.000818,0.002084,0.001079,0.001136,0.001126
young1c,58,58,58,58,58,58,0.011008,0.007291,0.01159,0.004757,0.004019,0.005304
lp_tuff,70,44,64,47,45,46,0.014062,0.009351,0.015637,0.007796,0.004762,0.00866
stufe-10,68,72,68,68,71,68,0.14235,0.091124,0.149324,0.055183,0.057025,0.062997
ck104,0,0,0,0,0,0,0.000454,0.00072,0.000574,0.000577,0.000488,0.000556
shyy41,61,61,61,55,79,55,0.034009,0.021634,0.036916,0.013817,0.011838,0.014914
lp_qap8,436,384,388,427,419,416,0.019948,0.019106,0.022715,0.012638,0.008118,0.016943
mark3jac020,333,330,324,358,324,327,0.145996,0.126191,0.163656,0.078418,0.07503,0.098804
fpga_dcop_48,4,2,4,3,2,3,0.012258,0.009477,0.012824,0.006329,0.005065,0.007134
fpga_dcop_49,4,2,4,3,2,3,0.012057,0.009615,0.012736,0.006521,0.004971,0.007311
comsol,272,157,156,264,147,150,0.354233,0.115958,0.375348,0.197897,0.079214,0.219479
fpga_dcop_42,4,2,4,3,2,3,0.012203,0.011223,0.012902,0.007027,0.005118,0.007169
fpga_dcop_43,4,2,4,3,2,3,0.012211,0.009473,0.012719,0.00652,0.005037,0.007057
fpga_dcop_40,4,2,4,3,2,3,0.012103,0.009465,0.012929,0.006442,0.004982,0.006969
fpga_dcop_41,4,2,4,3,2,3,0.012257,0.009638,0.012691,0.006495,0.005067,0.006955
fpga_dcop_46,4,2,4,3,2,3,0.01201,0.009604,0.012828,0.006453,0.005022,0.007123
fpga_dcop_47,4,2,4,3,2,3,0.01197,0.009542,0.012808,0.006566,0.00506,0.007373
fpga_dcop_44,4,2,4,3,2,3,0.012004,0.009663,0.012758,0.006422,0.006931,0.007046
fpga_dcop_45,4,2,4,3,2,3,0.012233,0.009442,0.012851,0.006222,0.005094,0.007244
utm300,59,52,57,53,56,49,0.008119,0.007911,0.008928,0.004327,0.004308,0.005805
mimo46x46_system,36,32,36,36,36,36,0.06948,0.046572,0.075544,0.035885,0.028708,0.042003
lpi_chemcom,53,49,53,53,52,53,0.003883,0.003189,0.004121,0.002664,0.002709,0.003016
lshp3466,124,122,122,122,113,122,0.045144,0.027697,0.048536,0.018191,0.017545,0.022622
adder_dcop_16,102,82,91,28,21,28,0.055484,0.05391,0.062507,0.015091,0.011357,0.014435
oscil_dcop_47,2,2,2,2,2,2,0.004238,0.004893,0.004577,0.002417,0.002893,0.002842
bp_400,40,35,36,32,30,32,0.014495,0.009842,0.014601,0.005693,0.006291,0.006358
kneser_8_3_1,1055,982,1028,983,961,970,0.124938,0.084812,0.167084,0.048515,0.041073,0.074103
c-19,231,212,213,240,198,176,0.074207,0.044442,0.092799,0.030156,0.023217,0.03857
c-18,71,58,64,64,56,48,0.041885,0.029354,0.046111,0.01725,0.018152,0.021739
bcsstk03,0,0,0,0,0,0,0.000536,0.000553,0.000483,0.000516,0.000468,0.000559
lund_a,42,42,42,44,41,42,0.008329,0.00552,0.008733,0.003403,0.003518,0.005686
lund_b,46,41,41,43,42,42,0.007936,0.005955,0.009177,0.00337,0.003459,0.004606
dynamicSoaringProblem_3,46,46,46,22,28,22,0.144013,0.067059,0.136902,0.039298,0.024934,0.045314
dynamicSoaringProblem_2,51,52,46,28,28,28,0.051229,0.033762,0.054616,0.027622,0.015914,0.028767
dynamicSoaringProblem_1,29,28,28,22,28,22,0.016541,0.01528,0.017603,0.008154,0.006875,0.0088
dynamicSoaringProblem_7,47,28,46,22,22,22,0.152104,0.081165,0.154904,0.051063,0.031068,0.054922
dynamicSoaringProblem_6,46,52,46,28,28,28,0.157634,0.08569,0.158773,0.058695,0.030675,0.055742
dynamicSoaringProblem_5,46,79,46,28,28,28,0.149217,0.085371,0.149591,0.049948,0.030178,0.050932
dynamicSoaringProblem_4,46,22,46,22,28,22,0.138126,0.076444,0.138707,0.058266,0.028329,0.05128
dynamicSoaringProblem_8,46,28,46,32,22,32,0.156893,0.082338,0.160558,0.052362,0.031978,0.057685
Harvard500,17,16,15,14,16,14,0.008235,0.005158,0.009333,0.003846,0.003449,0.004221
tumorAntiAngiogenesis_8,16,20,16,12,8,12,0.018506,0.01237,0.019343,0.009421,0.006274,0.01013
jazz,138,123,104,138,105,99,0.016716,0.012509,0.020071,0.007616,0.010076,0.012875
str_600,30,24,27,28,28,26,0.008832,0.006957,0.009964,0.004646,0.003114,0.00557
gen,640,497,523,512,492,502,0.279053,0.096758,0.292774,0.119144,0.048157,0.122089
adder_dcop_26,102,82,91,28,21,28,0.055924,0.054602,0.062347,0.013227,0.010716,0.015576
tumorAntiAngiogenesis_1,12,16,12,8,8,8,0.007505,0.005079,0.007826,0.003908,0.003368,0.004249
pivtol,4,4,4,4,4,4,0.001995,0.001382,0.002091,0.000915,0.000842,0.001073
rel7,558,461,525,468,486,466,0.109953,0.089176,0.143161,0.06404,0.043024,0.087424
b_dyn,21,15,21,15,25,15,0.010311,0.008659,0.010841,0.004865,0.004454,0.005603
rel6,79,67,78,64,64,63,0.010931,0.010088,0.011924,0.005727,0.005145,0.006967
shl_200,14,12,13,8,8,8,0.005679,0.006013,0.007931,0.003744,0.00377,0.004492
olm100,4,2,4,2,2,2,0.002628,0.00159,0.002468,0.001209,0.000896,0.0014
rel4,6,9,6,5,5,5,0.001039,0.000493,0.001121,0.000756,0.000718,0.000796
dwt_419,36,32,32,32,32,32,0.011121,0.008908,0.012207,0.005295,0.004748,0.005773
shermanACd,253,195,219,182,184,176,0.827989,0.694676,0.848397,0.086998,0.064875,0.100572
shermanACa,209,165,205,171,178,166,0.198177,0.197217,0.207228,0.028786,0.027146,0.036739
orbitRaising_3,29,24,29,16,16,16,0.014619,0.010167,0.015104,0.006182,0.00512,0.00687
dwt_234,4,8,4,6,6,6,0.003343,0.002649,0.003393,0.001232,0.00153,0.00157
pde2961,94,94,94,94,94,94,0.030847,0.017006,0.032817,0.010578,0.007783,0.014488
CSphd,0,0,0,0,0,0,0.001092,0.001139,0.001165,0.001118,0.001143,0.001043
adder_trans_01,166,122,164,32,26,32,0.072678,0.061017,0.075618,0.020233,0.019936,0.0211
adder_trans_02,166,122,164,32,26,32,0.071739,0.061813,0.075489,0.020362,0.013731,0.0213
dwt_307,51,46,46,46,56,46,0.008643,0.006946,0.009929,0.003107,0.00384,0.003498
robot24c1_mat5_J,260,193,239,237,179,222,0.061026,0.023412,0.066154,0.027318,0.0153,0.031106
bibd_17_4b,136,136,136,134,132,134,0.041279,0.02327,0.042374,0.026153,0.014834,0.027399
rdist3a,46,46,46,66,46,46,0.110183,0.038213,0.11397,0.068658,0.026809,0.073098
poli,5,5,5,4,4,4,0.008941,0.008169,0.010692,0.006564,0.005734,0.008098
ash608,13,13,13,14,16,13,0.003404,0.003558,0.003869,0.002287,0.001775,0.002775
bfwa782,28,29,25,27,27,24,0.01808,0.020069,0.021052,0.00902,0.00676,0.011588
spaceShuttleEntry_4,95,62,92,26,26,26,0.236923,0.121296,0.246208,0.036524,0.020637,0.040042
young2c,58,58,58,58,58,58,0.011083,0.007291,0.011793,0.005253,0.004013,0.006596
spaceShuttleEntry_1,27,17,26,14,17,14,0.022646,0.015635,0.025742,0.015043,0.008903,0.016157
spaceShuttleEntry_3,26,40,26,26,50,26,0.135082,0.075549,0.13887,0.027349,0.018709,0.028568
spaceShuttleEntry_2,27,14,26,14,14,14,0.102797,0.051667,0.108515,0.026971,0.013057,0.028222
Franz1,106,64,64,75,64,75,0.011383,0.012288,0.014497,0.008713,0.009285,0.009419
D_8,797,708,693,772,675,670,0.061825,0.042646,0.069201,0.023491,0.024236,0.030935
Franz2,522,512,516,538,512,529,0.082961,0.058199,0.094841,0.027017,0.028098,0.035205
Franz5,1025,1002,995,990,1034,990,0.159464,0.072275,0.181878,0.051316,0.048818,0.054648
Franz4,1115,1072,1040,1053,1040,1046,0.159913,0.107512,0.17168,0.051503,0.047633,0.062974
Franz7,501,471,487,481,470,470,0.11814,0.113661,0.124674,0.053775,0.044146,0.062793
Franz6,1834,1579,1642,1724,1709,1714,0.154579,0.087985,0.183095,0.045389,0.03364,0.053238
Franz9,2097,1415,2069,1452,1410,1441,0.444512,0.245847,0.466594,0.118993,0.1134,0.134153
hydr1c,28,26,28,28,28,28,0.043951,0.040022,0.054008,0.019049,0.014083,0.022351
D_6,310,250,298,259,248,255,0.020123,0.013789,0.022588,0.007782,0.007381,0.009289
D_7,702,586,614,615,604,554,0.051019,0.037293,0.064273,0.018141,0.017443,0.027644
D_5,73,56,69,63,60,63,0.00572,0.004024,0.005947,0.002602,0.002106,0.002951
GlossGT,5,8,5,5,6,5,0.001376,0.000769,0.001303,0.00086,0.00079,0.000876
SmaGri,143,132,136,141,131,141,0.018498,0.013292,0.021037,0.008742,0.008501,0.009254
cq9,998,269,661,190,180,190,0.343437,0.227974,0.420545,0.250393,0.142217,0.280883
cq5,481,155,333,126,127,126,0.186597,0.142186,0.210876,0.143377,0.071764,0.133615
coupled,390,282,312,258,240,246,0.547192,0.533037,0.590142,0.120225,0.104048,0.152243
eurqsa,360,385,350,336,336,336,0.110236,0.097617,0.122045,0.041915,0.028808,0.044538
GD06_Java,120,117,94,94,98,93,0.030851,0.023887,0.036131,0.019714,0.015057,0.024709
lpi_forest6,5,5,5,5,7,5,0.001752,0.001651,0.001716,0.000965,0.001001,0.001001
lp_greenbeb,97,102,89,158,147,145,0.066645,0.057991,0.075106,0.03826,0.02651,0.047908
lp_greenbea,97,102,89,158,147,145,0.06666,0.05776,0.07415,0.038518,0.026708,0.048395
lp_blend,17,14,15,16,16,15,0.002924,0.002588,0.003238,0.001548,0.001184,0.001709
nnc261,23,24,22,24,24,24,0.006196,0.003712,0.006667,0.002683,0.00237,0.002941
b2_ss,16,15,15,15,15,15,0.010439,0.008897,0.011779,0.004891,0.005313,0.005294
SciMet,366,316,314,354,321,342,0.032409,0.032923,0.045021,0.014876,0.014858,0.022549
lshp2614,114,106,99,106,99,106,0.03494,0.025689,0.038979,0.013783,0.010578,0.014669
lpi_itest6,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB
fpga_dcop_51,4,2,4,3,2,3,0.012079,0.00956,0.012831,0.006548,0.005025,0.007282
fpga_dcop_50,4,2,4,3,2,3,0.012173,0.009549,0.012668,0.006273,0.005105,0.007413
lpi_itest2,8,4,8,IMB,IMB,IMB,0.000542,0.000464,0.000538,IMB,IMB,IMB
lnsp_511,66,67,66,69,67,69,0.008892,0.007403,0.009292,0.005656,0.004272,0.006403
bp_1000,48,37,48,36,35,35,0.015506,0.012352,0.017326,0.006732,0.006479,0.007727
lp_stair,30,25,26,31,25,26,0.010118,0.006865,0.011324,0.00518,0.004011,0.006905
lpi_qual,24,31,24,33,28,33,0.004745,0.00467,0.005015,0.002833,0.002663,0.003023
EPA,244,194,217,193,191,189,0.020505,0.017244,0.026278,0.01345,0.013996,0.017456
nos1,4,4,4,4,4,4,0.004189,0.002368,0.004245,0.001359,0.001212,0.001478
nos2,4,4,4,4,4,4,0.008048,0.004444,0.008232,0.003242,0.002388,0.003356
nos3,123,80,100,100,96,96,0.038149,0.024136,0.04185,0.014035,0.017786,0.017291
nos4,15,15,15,16,15,14,0.002763,0.002913,0.00284,0.00126,0.001521,0.002236
nos5,110,108,109,108,108,108,0.01777,0.016186,0.018442,0.007307,0.010125,0.008179
nos6,34,30,31,30,30,30,0.009932,0.008419,0.011222,0.003825,0.003891,0.004266
nos7,162,124,122,162,162,162,0.015267,0.011689,0.018245,0.006931,0.00611,0.006406
lp_sc105,5,5,5,5,5,5,0.00207,0.0019,0.002194,0.001273,0.001239,0.001195
c-28,28,14,28,10,10,10,0.07687,0.060607,0.078974,0.032656,0.023359,0.036207
c-29,53,108,28,56,32,32,0.136784,0.08354,0.169313,0.066558,0.051043,0.076518
c-26,124,154,104,101,116,88,0.110685,0.070091,0.120942,0.048064,0.028637,0.058477
celegans_metabolic,102,70,89,68,68,68,0.016143,0.010907,0.018082,0.007517,0.006538,0.008054
c-24,135,76,94,80,72,80,0.115582,0.06178,0.110484,0.04945,0.041237,0.051464
c-25,332,274,258,392,276,264,0.153507,0.08466,0.166006,0.08117,0.050394,0.096104
c-22,142,150,126,128,224,128,0.076352,0.052899,0.083448,0.036501,0.030719,0.040666
c-23,12,56,12,12,4,12,0.091008,0.058524,0.093109,0.047526,0.030588,0.04983
c-20,162,134,156,166,152,146,0.066725,0.041207,0.07141,0.033843,0.022056,0.033738
c-21,125,116,112,125,122,124,0.09316,0.056507,0.101508,0.042796,0.032077,0.04777
lp_ken_07,27,25,25,25,25,25,0.019844,0.015782,0.023893,0.008223,0.006444,0.00936
sherman4,42,42,42,48,42,48,0.011201,0.008862,0.0118,0.004355,0.004031,0.005011
sherman5,140,131,136,125,124,125,0.048638,0.035917,0.054046,0.020372,0.018611,0.021911
sherman1,62,61,62,60,60,60,0.011233,0.008912,0.011651,0.005055,0.005047,0.005469
sherman2,334,311,302,285,278,280,0.066916,0.03032,0.073844,0.025275,0.01822,0.03032
sherman3,169,159,168,155,158,155,0.048147,0.032142,0.053523,0.020258,0.015345,0.021987
jendrec1,437,58,58,58,58,58,1.809265,0.280412,1.860326,0.186004,0.08315,0.191188
3elt_dual,89,88,87,88,90,84,0.050662,0.039497,0.053083,0.021471,0.019384,0.027512
rajat19,18,16,13,8,10,8,0.016569,0.013752,0.018715,0.008515,0.006846,0.01127
rdb200l,40,40,40,40,40,40,0.00399,0.002972,0.004212,0.002071,0.001849,0.002732
fv3,221,198,198,198,198,198,0.135425,0.071291,0.149396,0.055105,0.043969,0.059329
fv2,221,198,198,198,198,198,0.135294,0.070461,0.151985,0.053185,0.045625,0.05858
fv1,233,196,196,196,198,196,0.136359,0.085409,0.156,0.053557,0.040676,0.060299
sctap1-2b,300,510,288,34,34,34,0.391885,0.242945,0.45116,0.220384,0.176209,0.234486
sctap1-2c,46,119,46,34,34,34,0.049598,0.0297,0.052395,0.022601,0.017323,0.030224
bibd_12_5,66,66,66,65,65,65,0.027074,0.009628,0.027854,0.01358,0.007117,0.014617
bibd_12_4,66,66,66,61,63,61,0.007384,0.003395,0.007584,0.003649,0.003452,0.004126
Lederberg,769,578,681,595,557,557,0.183916,0.130724,0.179077,0.07982,0.091003,0.115327
p2p-Gnutella30,5480,4765,5061,5012,4785,4822,0.359384,0.362227,0.55337,0.121151,0.17603,0.214261
p0548,16,11,12,10,10,10,0.006424,0.00383,0.007167,0.002879,0.002739,0.003247
mk9-b2,219,204,216,200,220,200,0.009929,0.008444,0.010903,0.006175,0.005867,0.006454
mk9-b3,340,300,328,289,318,286,0.012614,0.0114,0.016622,0.007872,0.007084,0.008741
mk9-b1,30,29,30,26,26,26,0.002024,0.002167,0.002013,0.001254,0.001193,0.001476
pcb3000,96,74,82,58,54,54,0.667889,0.459742,0.697076,0.134769,0.088609,0.145635
power,17,16,16,18,16,18,0.023578,0.021018,0.027209,0.011108,0.010799,0.013274
bips07_3078,40,48,40,30,44,30,0.104819,0.072475,0.115929,0.064076,0.045948,0.062525
TSOPF_RS_b9_c6,64,36,60,6,6,6,0.447581,0.17569,0.45937,0.035348,0.022717,0.038892
west0381,54,37,51,37,37,37,0.007621,0.007376,0.008292,0.003045,0.002382,0.003265
N_reactome,10,9,8,24,8,24,0.086201,0.097494,0.100751,0.068175,0.051629,0.087704
GL6_D_10,118,95,116,94,96,94,0.006718,0.005318,0.008601,0.002826,0.003509,0.003257
mycielskian5,12,14,12,12,12,12,0.001639,0.00056,0.001663,0.000808,0.00077,0.000826
bibd_14_7,91,91,91,91,90,91,1.378195,0.194639,1.357295,0.689684,0.119873,0.686975
lesmis,19,12,18,16,10,16,0.002299,0.002062,0.002566,0.001321,0.001358,0.001368
fpga_trans_01,8,8,8,6,4,6,0.014809,0.012244,0.015853,0.007643,0.00539,0.008389
fpga_trans_02,8,8,8,6,4,6,0.014713,0.012276,0.015355,0.007552,0.00645,0.008068
G62,0,0,0,0,0,0,0.003333,0.00324,0.003238,0.003335,0.003233,0.003157
G63,4211,3610,3653,3749,3604,3544,0.514699,0.415437,0.609058,0.171818,0.194815,0.225036
G60,3394,3157,3185,3464,3205,3171,0.182878,0.183007,0.25473,0.052133,0.092195,0.143277
G61,3394,3157,3185,3464,3205,3171,0.206794,0.187301,0.261591,0.052537,0.097048,0.153461
G66,0,0,0,0,0,0,0.004511,0.004001,0.00403,0.004023,0.00413,0.003932
G67,0,0,0,0,0,0,0.004477,0.004481,0.004372,0.004579,0.004382,0.004467
G64,4211,3610,3653,3749,3604,3544,0.527267,0.439794,0.63344,0.173199,0.203176,0.237695
G65,0,0,0,0,0,0,0.003712,0.003621,0.003668,0.004268,0.00365,0.003619
eris1176,16,128,14,74,12,74,0.041553,0.016358,0.044565,0.023741,0.009133,0.02545
Pd_rhs,0,0,0,0,0,0,0.003854,0.003971,0.003951,0.003851,0.00402,0.003976
lp_grow15,20,20,20,21,20,20,0.016635,0.008746,0.017628,0.006977,0.00431,0.007009
stormg2-27,157,144,153,108,106,108,0.144585,0.160499,0.166444,0.07611,0.054095,0.076281
can_1054,68,62,59,66,60,58,0.036091,0.022552,0.033638,0.016826,0.013887,0.019871
GD97_b,14,12,14,12,12,12,0.002104,0.001667,0.00216,0.001455,0.001292,0.001458
GD97_c,4,2,4,2,1,2,0.00136,0.001399,0.001458,0.001132,0.002331,0.001286
GD97_a,24,26,24,24,24,24,0.002134,0.00148,0.002258,0.001556,0.001536,0.001656
mhdb416,4,2,3,2,2,2,0.006442,0.005057,0.007115,0.002359,0.002361,0.002632
west0132,8,8,8,9,7,9,0.002331,0.001988,0.002114,0.001298,0.001643,0.001357
GD99_b,20,20,20,20,20,20,0.001803,0.001102,0.001918,0.001154,0.001137,0.001285
GD99_c,0,0,0,0,0,0,0.0005,0.000527,0.000402,0.000429,0.000469,0.000473
gams30a,2,2,2,2,2,2,0.003457,0.003014,0.003476,0.002427,0.001727,0.002369
Alemdar,178,168,176,182,178,180,0.094987,0.089232,0.108013,0.042607,0.048935,0.050047
air03,113,81,113,79,76,79,2.344521,0.856872,2.397951,0.254782,0.131423,0.256278
air02,50,44,50,43,39,43,1.500387,0.474066,1.50289,0.099747,0.052311,0.09987
air05,391,299,390,289,300,289,0.265974,0.109161,0.271991,0.146856,0.076606,0.147614
air04,725,545,723,570,550,570,0.32085,0.11616,0.329892,0.176463,0.076597,0.161754
air06,657,516,656,525,530,524,0.328715,0.117796,0.336951,0.16227,0.081674,0.176968
dwt_209,37,34,36,34,36,33,0.006854,0.005953,0.007602,0.002698,0.003591,0.003248
dwt_758,23,22,22,26,28,26,0.019732,0.012804,0.02083,0.005554,0.005393,0.006183
d_dyn,7,5,5,6,6,6,0.001856,0.001806,0.001955,0.001481,0.001113,0.001533
epb1,210,209,209,210,209,209,0.163196,0.10565,0.178504,0.066396,0.051061,0.075451
epb0,6,5,6,7,5,5,0.01257,0.011787,0.013531,0.006667,0.005752,0.00794
add32,14,14,14,6,6,6,0.0359,0.02842,0.038406,0.018282,0.019646,0.021477
Franz3,402,404,400,419,404,400,0.026841,0.028634,0.029165,0.015148,0.014409,0.020125
D_9,620,516,531,540,507,534,0.050843,0.032274,0.055165,0.015174,0.014095,0.020065
cr42,13,13,13,13,13,13,0.017553,0.012207,0.018806,0.015833,0.009911,0.016499
can_634,123,104,106,129,105,112,0.020308,0.019711,0.023693,0.009142,0.009983,0.012423
IG5-13,1672,1092,1170,1357,1089,1147,0.501965,0.262494,0.52439,0.229992,0.177205,0.258036
IG5-12,1011,655,667,780,650,653,0.20469,0.111368,0.221805,0.09717,0.068419,0.113117
IG5-11,573,381,394,457,394,385,0.081941,0.056162,0.090058,0.040198,0.029218,0.047329
IG5-10,308,223,234,256,224,231,0.035251,0.024071,0.038936,0.015696,0.01192,0.018291
GD01_b,1,5,1,2,1,2,0.000733,0.000512,0.000683,0.000657,0.000574,0.00063
nemscem,19,9,19,9,9,9,0.007045,0.006301,0.008111,0.003748,0.003624,0.004493
lp_degen3,308,213,218,185,187,172,0.079259,0.048116,0.086001,0.042656,0.02485,0.048254
lp_degen2,91,92,88,80,96,78,0.011138,0.010404,0.012336,0.005263,0.005989,0.00651
ash292,19,19,18,18,18,18,0.007989,0.007771,0.008663,0.003559,0.004576,0.003869
west0989,15,17,15,16,15,16,0.009259,0.006814,0.00996,0.004082,0.00374,0.004472
young3c,55,52,50,56,51,52,0.010854,0.009127,0.012831,0.004208,0.004021,0.005599
ukerbe1,0,0,0,0,0,0,0.002489,0.002464,0.002366,0.002393,0.002443,0.002459
bfwb782,11,12,11,12,12,11,0.01708,0.013223,0.017582,0.006344,0.006436,0.007782
lp_share1b,11,7,7,8,7,7,0.004768,0.003285,0.005251,0.002188,0.001916,0.002784
tols340,20,18,18,18,18,18,0.006455,0.002289,0.007036,0.003159,0.00176,0.003365
fpga_dcop_20,4,2,4,3,2,3,0.011838,0.00949,0.012711,0.006868,0.005079,0.007044
fpga_dcop_21,4,2,4,3,2,3,0.012012,0.010562,0.015181,0.006577,0.005144,0.007254
fpga_dcop_22,4,2,4,3,2,3,0.012343,0.009468,0.013364,0.006806,0.005033,0.007217
fpga_dcop_23,4,2,4,3,2,3,0.01206,0.009574,0.012735,0.006559,0.005142,0.007307
fpga_dcop_24,4,2,4,3,2,3,0.01215,0.009466,0.012659,0.007784,0.00506,0.007135
fpga_dcop_25,4,2,4,3,2,3,0.011943,0.009507,0.012866,0.006514,0.00497,0.007162
fpga_dcop_26,4,2,4,3,2,3,0.012262,0.010935,0.012716,0.006444,0.005028,0.00698
fpga_dcop_27,4,2,4,3,2,3,0.012454,0.009521,0.012743,0.006326,0.005025,0.007103
fpga_dcop_28,4,2,4,3,2,3,0.012156,0.009576,0.012502,0.006566,0.005146,0.00714
fpga_dcop_29,4,2,4,3,2,3,0.012415,0.009619,0.012802,0.006627,0.004954,0.007082
ex12,95,76,84,114,92,68,0.200865,0.095075,0.210234,0.085118,0.055206,0.097248
Tina_AskCal,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB
ex14,176,157,142,214,134,141,0.184723,0.090645,0.193086,0.071155,0.046941,0.082351
ex15,140,84,84,84,84,84,0.190048,0.075706,0.213999,0.067029,0.038208,0.076545
radfr1,20,20,20,29,20,20,0.026415,0.015785,0.02786,0.012321,0.006426,0.014621
lns_511,66,68,66,71,69,68,0.009436,0.007589,0.010059,0.005474,0.006296,0.007267
lp_israel,51,42,45,44,41,41,0.008685,0.005526,0.009796,0.004391,0.004039,0.004956
olm1000,2,2,2,2,2,2,0.006444,0.003935,0.006824,0.002826,0.002193,0.003233
ch5-5-b4,0,0,0,0,0,0,0.000649,0.000521,0.000514,0.000575,0.000657,0.000558
ch5-5-b3,171,172,169,174,172,174,0.007887,0.006718,0.008704,0.004487,0.004705,0.00489
ch5-5-b2,126,109,125,107,101,107,0.005481,0.004547,0.006906,0.002449,0.002924,0.002683
ch5-5-b1,21,21,21,18,19,18,0.00169,0.001416,0.002106,0.001558,0.000908,0.001103
gre_1107,122,113,122,115,113,115,0.01988,0.015054,0.020363,0.010408,0.010973,0.01088
photogrammetry2,247,96,90,120,120,120,0.104106,0.04965,0.119666,0.048257,0.023062,0.050624
wm3,64,56,59,64,73,58,0.010446,0.006759,0.011248,0.004183,0.002642,0.006186
wm2,78,56,65,61,65,58,0.009722,0.006347,0.011721,0.004095,0.003507,0.005547
wm1,71,56,63,59,55,56,0.00974,0.006344,0.011312,0.004468,0.003229,0.005996
large,31,36,31,30,30,30,0.035424,0.02701,0.03844,0.016467,0.014739,0.02015
oscil_dcop_54,2,2,2,2,2,2,0.004293,0.00486,0.004627,0.002512,0.002472,0.002753
oscil_dcop_55,2,2,2,2,2,2,0.004354,0.004885,0.004575,0.002439,0.002596,0.00278
small,33,34,33,36,33,36,0.008314,0.008974,0.008857,0.003455,0.002952,0.003986
oscil_dcop_56,2,2,2,2,2,2,0.004305,0.004777,0.004555,0.00242,0.002907,0.002758
GD01_c,7,11,7,8,8,7,0.001818,0.000805,0.001683,0.000944,0.000739,0.000939
c-38,81,108,80,32,28,28,0.240092,0.158033,0.248527,0.123942,0.077582,0.136901
GD01_a,22,23,22,22,25,22,0.003684,0.002785,0.003778,0.002022,0.003777,0.002192
oscil_dcop_57,2,2,2,2,2,2,0.004237,0.004852,0.004485,0.002542,0.002613,0.002879
S80PI_n1,6,4,6,4,6,4,0.011111,0.01262,0.01246,0.006636,0.006892,0.008181
c-31,379,237,216,208,204,208,0.318323,0.157084,0.335515,0.161014,0.089365,0.165157
c-30,516,38,160,30,30,30,0.934742,0.341718,0.943748,0.053501,0.031633,0.060076
